phi_center,psi_center,n,n_structures,k_empirical_secant,ci_lo,ci_hi,ci_width,k_amber_ff14SB_verified,delta_k,well_supported,ci_excludes_amber
-165.0,-55.0,7,7,-0.1652734976431132,-0.5939070579543935,0.22615748072454522,0.8200645386789387,7.269935127402635,-7.435208625045749,False,True
-165.0,-45.0,4,3,0.5136087891543999,0.0,0.9768064975685636,0.9768064975685636,7.269935127402635,-6.756326338248235,False,True
-165.0,-35.0,5,5,-0.6627963035935525,-1.2815426035796602,-0.11881313801275062,1.1627294655669096,7.269935127402635,-7.932731430996188,False,True
-165.0,-25.0,7,7,-0.2082601108957283,-0.6288215469976561,0.055412112590616895,0.684233659588273,7.269935127402635,-7.478195238298364,False,True
-165.0,-15.0,10,10,0.07828832131729295,-0.10947536141368071,0.28353858747646377,0.39301394889014446,7.269935127402635,-7.191646806085342,False,True
-165.0,-5.0,5,4,0.05024163381118738,0.0,0.18840612679195268,0.18840612679195268,7.269935127402635,-7.219693493591448,False,True
-165.0,5.0,6,6,0.016664036653407144,-0.12603158882906304,0.12375527897478017,0.2497868678038432,7.269935127402635,-7.253271090749228,False,True
-165.0,15.0,10,10,0.08821150912888036,-0.2710055255472246,0.4729155556037869,0.7439210811510115,7.269935127402635,-7.181723618273755,False,True
-165.0,25.0,8,8,0.07867451442587092,-0.09656758466256644,0.25940836233593406,0.3559759469985005,7.269935127402635,-7.191260612976764,False,True
-165.0,35.0,14,14,-0.053663711150738654,-0.2843549203067443,0.1492234267218358,0.4335783470285801,7.269935127402635,-7.323598838553374,False,True
-165.0,45.0,20,20,0.013448399635878055,-0.2352494772560703,0.25752943813964707,0.4927789153957174,7.269935127402635,-7.256486727766758,False,True
-165.0,55.0,27,26,-0.1333562690265332,-0.29082505717830825,0.0160624262242513,0.30688748340255956,7.269935127402635,-7.403291396429169,False,True
-165.0,65.0,71,70,-0.23431395261672255,-0.3702462400917527,-0.10611907374378196,0.26412716634797073,7.269935127402635,-7.504249080019358,False,True
-165.0,75.0,95,94,-0.17861121620384046,-0.2956427292835626,-0.05559649656525351,0.2400462327183091,7.269935127402635,-7.448546343606476,False,True
-165.0,85.0,101,99,-0.11692603508222275,-0.21102484489979323,-0.016825986780275526,0.1941988581195177,7.269935127402635,-7.386861162484858,True,True
-165.0,95.0,143,137,-0.03915706799573618,-0.142879120522894,0.06678725481352799,0.209666375336422,7.269935127402635,-7.309092195398372,True,True
-165.0,105.0,203,195,0.14590135770461157,0.051023007203375076,0.23830531029098168,0.1872823030876066,7.269935127402635,-7.124033769698023,True,True
-165.0,115.0,225,219,0.37326584058044615,0.28857517322395776,0.46900913479844075,0.180433961574483,7.269935127402635,-6.896669286822189,True,True
-165.0,125.0,384,368,0.5602696141141259,0.48961782756798605,0.6326616038569302,0.1430437762889441,7.269935127402635,-6.70966551328851,True,True
-165.0,135.0,871,784,0.7151415927166193,0.6682948845300777,0.7603536851797084,0.09205880064963068,7.269935127402635,-6.554793534686016,True,True
-165.0,145.0,1924,1608,0.83240554357296,0.8012156181893039,0.8643123985799807,0.06309678039067679,7.269935127402635,-6.437529583829676,True,True
