phi_center,psi_center,n,n_structures,k_empirical_secant,ci_lo,ci_hi,ci_width,k_amber_ff14SB_verified,delta_k,well_supported,ci_excludes_amber
-125.0,-65.0,259,251,0.0587329559718861,-0.01667617494661058,0.1285306622868194,0.14520683723342998,-13.731125962142718,13.789858918114604,True,True
-125.0,-55.0,457,447,0.005197284576493027,-0.044995582465216746,0.0557557131184701,0.10075129558368684,-13.731125962142718,13.736323246719211,True,True
-125.0,-45.0,474,461,-0.03642575099224325,-0.1063738221514826,0.024639220737538218,0.13101304288902083,-13.731125962142718,13.694700211150474,True,True
-125.0,-35.0,574,553,0.011258050806226914,-0.053890111631521784,0.07617829013957475,0.13006840177109652,-13.731125962142718,13.742384012948945,True,True
-125.0,-25.0,984,897,0.022471066754985017,-0.03438107438852568,0.07535706880874653,0.10973814319727221,-13.731125962142718,13.753597028897703,True,True
-125.0,-15.0,1573,1360,0.07489832631659425,0.030715940910876087,0.11990618337682937,0.08919024246595328,-13.731125962142718,13.806024288459312,True,True
-125.0,-5.0,1904,1630,0.0502229554046739,0.005406336414272807,0.09264682265679437,0.08724048624252156,-13.731125962142718,13.781348917547392,True,True
-125.0,5.0,1896,1611,-0.1067214722122428,-0.15298823168578832,-0.06348606838312103,0.08950216330266729,-13.731125962142718,13.624404489930475,True,True
-125.0,15.0,2156,1757,-0.24843825249217907,-0.29319811427730325,-0.20546998419891252,0.08772813007839073,-13.731125962142718,13.48268770965054,True,True
-125.0,25.0,1809,1530,-0.3674089893409546,-0.41811797169294623,-0.31905370231823826,0.09906426937470797,-13.731125962142718,13.363716972801763,True,True
-125.0,35.0,1116,960,-0.36569664815769587,-0.4199250406261853,-0.3034095657689614,0.11651547485722391,-13.731125962142718,13.365429313985022,True,True
-125.0,45.0,588,552,-0.44246211610027464,-0.527974316786233,-0.36172886796855336,0.1662454488176796,-13.731125962142718,13.288663846042443,True,True
-125.0,55.0,506,483,-0.5088550250906732,-0.5936278106808341,-0.42545614357016937,0.16817166711066478,-13.731125962142718,13.222270937052045,True,True
-125.0,65.0,1034,951,-0.40003477628168993,-0.4557582547307771,-0.3448095374100556,0.11094871732072148,-13.731125962142718,13.331091185861029,True,True
-125.0,75.0,1244,1123,-0.20426661926130488,-0.25843135152301494,-0.14779204259236792,0.11063930893064702,-13.731125962142718,13.526859342881414,True,True
-125.0,85.0,1317,1164,0.3632964167567835,0.297907625859564,0.4239860114360354,0.12607838557647144,-13.731125962142718,14.094422378899502,True,True
-125.0,95.0,1754,1475,0.8695560100131065,0.8049504091113862,0.9317046708260556,0.12675426171466941,-13.731125962142718,14.600681972155824,True,True
-125.0,105.0,3157,2346,1.3317156613041188,1.2804997866589283,1.3845378537420099,0.10403806708308161,-13.731125962142718,15.062841623446836,True,True
-125.0,115.0,7954,4242,1.7490664695836526,1.7169737556537334,1.7811892847676052,0.06421552911387174,-13.731125962142718,15.48019243172637,True,True
-125.0,125.0,17162,5884,1.8788277443972008,1.8556135164785754,1.900050965566282,0.04443744908770664,-13.731125962142718,15.609953706539919,True,True
-125.0,135.0,18950,6058,1.8189737065674692,1.7974775500617202,1.8407992498143582,0.043321699752638,-13.731125962142718,15.550099668710187,True,True
-125.0,145.0,14176,5583,1.7064509438259712,1.6821204856428862,1.729682264513547,0.04756177887066082,-13.731125962142718,15.437576905968688,True,True
-125.0,155.0,11785,5255,1.5785603014077052,1.5525008840394356,1.60427528330795,0.05177439926851446,-13.731125962142718,15.309686263550423,True,True
-125.0,165.0,6248,3857,1.4102610799490358,1.3757786616258154,1.443331627320757,0.06755296569494162,-13.731125962142718,15.141387042091754,True,True
-125.0,175.0,2156,1750,1.1734171042785648,1.1257247703018984,1.2198545491947506,0.09412977889285212,-13.731125962142718,14.904543066421283,True,True
-115.0,-175.0,665,621,1.1452643052195863,1.0623308042544526,1.2290496390661902,0.16671883481173766,-12.372041996548525,13.51730630176811,True,True
-115.0,-165.0,340,325,1.080325303805533,0.9675353801413207,1.19952118114114,0.23198580099981925,-12.372041996548525,13.452367300354059,True,True
-115.0,-155.0,246,238,0.8485852716523797,0.7349675472121086,0.9636987221959878,0.2287311749838793,-12.372041996548525,13.220627268200905,True,True
-115.0,-145.0,166,164,0.7110015738723675,0.5861657661511674,0.8441329202643335,0.25796715411316606,-12.372041996548525,13.083043570420893,True,True
-115.0,-135.0,116,114,0.6688666517917262,0.4992497466488894,0.8135918819373424,0.31434213528845306,-12.372041996548525,13.04090864834025,True,True
-115.0,-125.0,83,82,0.6036835042176714,0.4381682222773585,0.7678724189024532,0.32970419662509465,-12.372041996548525,12.975725500766195,False,True
-115.0,-115.0,92,89,0.7638866286460021,0.5937133015793187,0.9472543954240763,0.3535410938447576,-12.372041996548525,13.135928625194527,False,True
-115.0,-105.0,88,87,0.7638755160350691,0.5869160216964538,0.9617523183229632,0.3748362966265093,-12.372041996548525,13.135917512583594,False,True
-115.0,-95.0,113,111,0.5428795120576249,0.35381169620818365,0.7061669259660291,0.3523552297578455,-12.372041996548525,12.914921508606149,True,True
-115.0,-85.0,119,116,0.5567738803245453,0.39113693605709476,0.7079555070735877,0.3168185710164929,-12.372041996548525,12.92881587687307,True,True
-115.0,-75.0,134,130,0.2882450166439063,0.1444525098133716,0.42467819681997265,0.28022568700660105,-12.372041996548525,12.66028701319243,True,True
-115.0,-65.0,295,291,0.12621539736955747,0.03902228956033485,0.20443151021922948,0.16540922065889463,-12.372041996548525,12.498257393918083,True,True
-115.0,-55.0,620,587,0.1051611720208625,0.04429781156213169,0.16218503856442948,0.11788722700229778,-12.372041996548525,12.477203168569387,True,True
-115.0,-45.0,842,775,0.08023005554315973,0.01936358464328003,0.13669515615906555,0.11733157151578552,-12.372041996548525,12.452272052091685,True,True
-115.0,-35.0,1101,1013,0.12222471828527742,0.06763012433734739,0.17820828817720885,0.11057816383986147,-12.372041996548525,12.494266714833802,True,True
-115.0,-25.0,1995,1672,0.1888916740406068,0.145268634332125,0.23552358994955333,0.09025495561742833,-12.372041996548525,12.560933670589131,True,True
-115.0,-15.0,2967,2343,0.23002996151175023,0.1892116429837947,0.27024844347687577,0.08103680049308107,-12.372041996548525,12.602071958060275,True,True
-115.0,-5.0,3320,2521,0.06824162776256913,0.029268423333605974,0.10783426568358696,0.07856584234998099,-12.372041996548525,12.440283624311094,True,True
-115.0,5.0,3698,2721,-0.19108768782618324,-0.2306965855994811,-0.1504282711801741,0.08026831441930701,-12.372041996548525,12.180954308722342,True,True
-115.0,15.0,4143,2890,-0.29607913276377157,-0.332880860782374,-0.26083354079172766,0.07204731999064634,-12.372041996548525,12.075962863784753,True,True
-115.0,25.0,2663,2063,-0.41934390196320304,-0.4660656779775744,-0.3743360546976707,0.09172962327990375,-12.372041996548525,11.952698094585323,True,True
-115.0,35.0,948,864,-0.45902044226070166,-0.5272360274945264,-0.39246093941690063,0.13477508807762573,-12.372041996548525,11.913021554287823,True,True
-115.0,45.0,308,299,-0.37346858668348804,-0.4953918746692791,-0.24440868824348225,0.25098318642579687,-12.372041996548525,11.998573409865037,True,True
-115.0,55.0,161,157,-0.301441865398779,-0.4569670167088996,-0.15589413653954776,0.30107288016935185,-12.372041996548525,12.070600131149746,True,True
-115.0,65.0,152,151,-0.23051281523700398,-0.4125851582764848,-0.06275146419153632,0.34983369408494847,-12.372041996548525,12.14152918131152,True,True
-115.0,75.0,291,282,0.0009783784453181131,-0.13556005959073622,0.13291097776259161,0.26847103735332783,-12.372041996548525,12.373020374993843,True,True
-115.0,85.0,775,721,0.5550044788620105,0.4561285232820849,0.6524227229409784,0.19629419965889344,-12.372041996548525,12.927046475410535,True,True
-115.0,95.0,1967,1624,0.9780204960324826,0.9089261889256945,1.0505661393953414,0.14163995046964684,-12.372041996548525,13.350062492581008,True,True
-115.0,105.0,4517,3039,1.5911070313434812,1.5421777295112884,1.6431750533280916,0.10099732381680315,-12.372041996548525,13.963149027892007,True,True
-115.0,115.0,10357,5001,2.134022775513151,2.1022264252131175,2.165429276639894,0.06320285142677662,-12.372041996548525,14.506064772061675,True,True
-115.0,125.0,19292,6049,2.20677474292064,2.181705669423653,2.2308637536339435,0.049158084210290554,-12.372041996548525,14.578816739469165,True,True
-115.0,135.0,17486,5933,2.0505282878751085,2.024438158563464,2.076035296414898,0.05159713785143394,-12.372041996548525,14.422570284423633,True,True
-115.0,145.0,11278,5152,1.8484531155920507,1.8140541586715166,1.8797549908682745,0.06570083219675782,-12.372041996548525,14.220495112140576,True,True
-115.0,155.0,7513,4251,1.5848629250137354,1.5499357108654783,1.6248087937507325,0.07487308288525418,-12.372041996548525,13.956904921562261,True,True
-115.0,165.0,3860,2800,1.3395617616167317,1.2954472044222896,1.3867144540474954,0.09126724962520583,-12.372041996548525,13.711603758165257,True,True
-115.0,175.0,1512,1319,1.138783164815006,1.07608999925934,1.2034360178322445,0.1273460185729045,-12.372041996548525,13.510825161363531,True,True
-105.0,-175.0,774,729,1.284149900666395,1.1960396201388226,1.3794731174384935,0.18343349729967096,-7.269935127402656,8.55408502806905,True,True
-105.0,-165.0,416,401,1.2329977014900924,1.1124710404122544,1.3499889542601549,0.23751791384790044,-7.269935127402656,8.502932828892748,True,True
-105.0,-155.0,294,286,0.9293008213914226,0.808954337008026,1.0401079425289979,0.23115360552097186,-7.269935127402656,8.199235948794078,True,True
-105.0,-145.0,167,160,0.8947829663187277,0.7331543750483818,1.0624457747758302,0.3292913997274485,-7.269935127402656,8.164718093721383,True,True
-105.0,-135.0,120,116,0.6890444957951221,0.5291101744608789,0.8748773973735998,0.3457672229127209,-7.269935127402656,7.958979623197778,True,True
-105.0,-125.0,90,90,0.839852334607078,0.6568311206985831,1.0379545561439794,0.3811234354453963,-7.269935127402656,8.109787462009734,False,True
-105.0,-115.0,70,70,0.8523321204584589,0.6249365304485546,1.0832575160211886,0.458320985572634,-7.269935127402656,8.122267247861114,False,True
-105.0,-105.0,89,86,0.7426911093716109,0.5578131376960951,0.9366924520181323,0.37887931432203725,-7.269935127402656,8.012626236774267,False,True
-105.0,-95.0,85,84,0.49252194350617134,0.2519394482628585,0.7164674250537248,0.4645279767908663,-7.269935127402656,7.762457070908827,False,True
-105.0,-85.0,110,109,0.6187527328766627,0.41970550272574747,0.8148811815973646,0.3951756788716171,-7.269935127402656,7.888687860279319,True,True
-105.0,-75.0,138,138,0.3140788280238152,0.13372557499513657,0.5041344498316436,0.370408874836507,-7.269935127402656,7.584013955426471,True,True
-105.0,-65.0,299,285,0.27898706059885,0.16746141170438675,0.3867180610822406,0.21925664937785386,-7.269935127402656,7.548922188001506,True,True
-105.0,-55.0,792,725,0.29193168229768285,0.22531488258987134,0.3570217546245519,0.13170687203468054,-7.269935127402656,7.561866809700339,True,True
-105.0,-45.0,1375,1197,0.292727273065114,0.23757415575880955,0.34480200148770207,0.10722784572889252,-7.269935127402656,7.56266240046777,True,True
-105.0,-35.0,1814,1563,0.2524092774616548,0.1994977632594349,0.30955565380513,0.11005789054569509,-7.269935127402656,7.52234440486431,True,True
-105.0,-25.0,2929,2261,0.35111116462587955,0.30222884418130175,0.4004702999189837,0.09824145573768195,-7.269935127402656,7.621046292028535,True,True
-105.0,-15.0,4072,2966,0.3283763655685296,0.28542228088854826,0.3736267438923286,0.08820446300378032,-7.269935127402656,7.5983114929711855,True,True
-105.0,-5.0,5245,3449,-0.048509395816637414,-0.08584216886047273,-0.008474075531124522,0.07736809332934821,-7.269935127402656,7.221425731586018,True,True
-105.0,5.0,7778,4332,-0.2207910387611725,-0.2508816653477417,-0.191368280084288,0.059513385263453705,-7.269935127402656,7.049144088641484,True,True
-105.0,15.0,6718,3940,-0.3583905839376816,-0.3930335222463438,-0.32792311125215307,0.06511041099419074,-7.269935127402656,6.9115445434649745,True,True
-105.0,25.0,2662,2068,-0.652158349642102,-0.7130368686377234,-0.5946558655864679,0.11838100305125554,-7.269935127402656,6.617776777760554,True,True
-105.0,35.0,637,597,-0.7076495742951106,-0.8152323509073447,-0.5934450763611249,0.22178727454621983,-7.269935127402656,6.562285553107545,True,True
-105.0,45.0,210,206,-0.2547105304067923,-0.4211592845027829,-0.08500774680979235,0.33615153769299055,-7.269935127402656,7.015224596995863,True,True
-105.0,55.0,145,143,-0.2390448186413245,-0.4554164871088167,-0.008464272834686579,0.4469522142741301,-7.269935127402656,7.0308903087613315,True,True
-105.0,65.0,155,154,-0.07965933675484094,-0.29251090458179446,0.11765724892612911,0.41016815350792357,-7.269935127402656,7.1902757906478145,True,True
-105.0,75.0,235,232,0.12386249604963599,-0.03805036347772369,0.3079937090477053,0.34604407252542896,-7.269935127402656,7.393797623452292,True,True
-105.0,85.0,559,523,0.35279709798399833,0.23342109261199673,0.47367354255305694,0.2402524499410602,-7.269935127402656,7.622732225386654,True,True
-105.0,95.0,1797,1506,1.1121181620507172,1.0257448525868411,1.198317590439213,0.17257273785237182,-7.269935127402656,8.382053289453372,True,True
-105.0,105.0,5054,3335,1.7895642043847568,1.7299861246987835,1.8427369814750463,0.11275085677626273,-7.269935127402656,9.059499331787412,True,True
-105.0,115.0,10678,5022,2.3737259906005073,2.3341554348049858,2.4090153405052557,0.0748599057002699,-7.269935127402656,9.643661118003163,True,True
-105.0,125.0,16740,5956,2.4739920561860007,2.4418694282883737,2.5057186364594006,0.0638492081710269,-7.269935127402656,9.743927183588657,True,True
-105.0,135.0,13961,5631,2.271365475558515,2.237899520006494,2.305226563069932,0.06732704306343784,-7.269935127402656,9.54130060296117,True,True
-105.0,145.0,8221,4511,1.8713549837869852,1.8324002876423413,1.9120488566953753,0.07964856905303397,-7.269935127402656,9.14129011118964,True,True
-105.0,155.0,5415,3541,1.5309314231739466,1.4825939383578284,1.5790602494308603,0.09646631107303194,-7.269935127402656,8.800866550576602,True,True
-105.0,165.0,3049,2314,1.2958323417129656,1.2400310008743312,1.3502131532658266,0.11018215239149542,-7.269935127402656,8.565767469115622,True,True
-105.0,175.0,1423,1240,1.214006843184473,1.14797398198189,1.2843070323253631,0.1363330503434732,-7.269935127402656,8.483941970587129,True,True
-95.0,-175.0,1159,1028,1.7560927446725825,1.6702460844773883,1.8583321907087844,0.1880861062313961,0.3567127054914998,1.3993800391810827,True,True
-95.0,-165.0,561,528,1.393316849427468,1.2595958514860495,1.5207443495395219,0.2611484980534724,0.3567127054914998,1.0366041439359681,True,True
-95.0,-155.0,341,333,1.1302130952443825,0.9827776184143708,1.2900702982525503,0.30729267983817943,0.3567127054914998,0.7735003897528827,True,True
-95.0,-145.0,199,182,1.0579797203259973,0.8864367391314106,1.2591768107030459,0.37274007157163525,0.3567127054914998,0.7012670148344975,True,True
-95.0,-135.0,107,105,0.7961216650358238,0.5848299338833896,1.047594590263225,0.46276465637983555,0.3567127054914998,0.439408959544324,True,True
-95.0,-125.0,51,50,1.1184496552727796,0.7273163928135646,1.5417323890407129,0.8144159962271482,0.3567127054914998,0.7617369497812798,False,True
-95.0,-115.0,49,49,1.0099653619848796,0.6388826556199331,1.3798685154613786,0.7409858598414455,0.3567127054914998,0.6532526564933798,False,True
-95.0,-105.0,51,51,1.2148039898176237,0.8291128828228886,1.6269121203253754,0.7977992375024867,0.3567127054914998,0.8580912843261239,False,True
-95.0,-95.0,60,60,0.9788925233730746,0.7135004844088727,1.2628029578700748,0.5493024734612021,0.3567127054914998,0.6221798178815748,False,True
-95.0,-85.0,80,76,0.7214973580610986,0.3494707298973156,1.128631341743158,0.7791606118458423,0.3567127054914998,0.3647846525695988,False,False
-95.0,-75.0,130,129,0.6850770190941999,0.41084271248938564,0.9347114142863726,0.523868701796987,0.3567127054914998,0.32836431360270013,True,True
-95.0,-65.0,280,269,0.48533379930969717,0.3074564066020022,0.6605330970086708,0.3530766904066686,0.3567127054914998,0.12862109381819736,True,False
-95.0,-55.0,1022,920,0.5284146970057492,0.45843163356353617,0.6039304851278005,0.1454988515642643,0.3567127054914998,0.17170199151424936,True,True
-95.0,-45.0,2271,1864,0.5154572905165834,0.4631956947798046,0.565613634467404,0.10241793968759938,0.3567127054914998,0.1587445850250836,True,True
-95.0,-35.0,3003,2327,0.5811573414096238,0.5331848122611831,0.635111994254759,0.10192718199357587,0.3567127054914998,0.22444463591812402,True,True
-95.0,-25.0,4105,2936,0.6136386720147279,0.5643901196581883,0.661760977258268,0.09737085760007969,0.3567127054914998,0.2569259665232281,True,True
-95.0,-15.0,5759,3710,0.20657812337870693,0.16085550179435892,0.25481242247073377,0.09395692067637484,0.3567127054914998,-0.15013458211279287,True,True
-95.0,-5.0,10331,5036,-0.06766644457248792,-0.10057539251019183,-0.03519621374450954,0.06537917876568229,0.3567127054914998,-0.42437915006398774,True,True
-95.0,5.0,11875,5411,-0.18338099162185673,-0.21352707155788722,-0.1513715811713048,0.06215549038658241,0.3567127054914998,-0.5400936971133565,True,True
-95.0,15.0,5270,3467,-0.478707286284652,-0.5326389110745819,-0.4306453551229933,0.10199355595158865,0.3567127054914998,-0.8354199917761518,True,True
-95.0,25.0,1291,1143,-0.9084961854953068,-1.0151896588760063,-0.7978031271284468,0.2173865317475595,0.3567127054914998,-1.2652088909868064,True,True
-95.0,35.0,328,315,-0.7850114968433707,-0.9926893825484575,-0.5833892101952076,0.4093001723532499,0.3567127054914998,-1.1417242023348706,True,True
-95.0,45.0,263,253,-0.4066607592555908,-0.650880047519574,-0.19896452106333587,0.4519155264562381,0.3567127054914998,-0.7633734647470907,True,True
-95.0,55.0,347,338,-0.2843039310274574,-0.48294498518240936,-0.07084243061686181,0.41210255456554756,0.3567127054914998,-0.6410166365189571,True,True
-95.0,65.0,623,590,-0.17257660450438875,-0.3086165117754689,-0.03706797601137763,0.27154853576409127,0.3567127054914998,-0.5292893099958885,True,True
-95.0,75.0,807,735,-0.055168425841474716,-0.18693125279226577,0.06083493431570052,0.2477661871079663,0.3567127054914998,-0.41188113133297455,True,True
-95.0,85.0,1063,947,0.5205226147564078,0.3987125430827878,0.6372092298007572,0.23849668671796942,0.3567127054914998,0.16380990926490802,True,True
-95.0,95.0,2018,1661,1.1488283202455545,1.049674759714315,1.2487345648269228,0.1990598051126078,0.3567127054914998,0.7921156147540547,True,True
-95.0,105.0,4889,3233,1.7658523431022697,1.6880593194611015,1.8336722342733898,0.14561291481228822,0.3567127054914998,1.4091396376107699,True,True
-95.0,115.0,9258,4754,2.3252466165789,2.2697437352141177,2.378474204500509,0.10873046928639152,0.3567127054914998,1.9685339110874,True,True
-95.0,125.0,12697,5570,2.550646894515542,2.509756984464218,2.6001175194644746,0.09036053500025654,0.3567127054914998,2.1939341890240422,True,True
-95.0,135.0,10442,5166,2.275268057613237,2.2281887390176234,2.321310211021011,0.0931214720033875,0.3567127054914998,1.9185553521217371,True,True
-95.0,145.0,6878,4041,1.8538937708010104,1.8038732595025264,1.9069071015666486,0.10303384206412214,0.3567127054914998,1.4971810653095106,True,True
-95.0,155.0,4870,3299,1.5239092333928788,1.4688935346604617,1.5806509449071797,0.11175741024671804,0.3567127054914998,1.167196527901379,True,True
-95.0,165.0,3327,2528,1.348782233481456,1.290029359991646,1.4047314288766841,0.1147020688850382,0.3567127054914998,0.9920695279899563,True,True
-95.0,175.0,1879,1591,1.4959022172317338,1.4205228672677375,1.5654288963154162,0.14490602904767869,0.3567127054914998,1.139189511740234,True,True
-85.0,-175.0,1870,1541,3.0552698931612023,2.9320026102370296,3.181911067525282,0.24990845728825262,8.543428273891141,-5.488158380729939,True,True
-85.0,-165.0,623,584,1.954196110013367,1.7769702304456112,2.13426675867571,0.35729652823009883,8.543428273891141,-6.589232163877774,True,True
-85.0,-155.0,249,244,1.4338908630216858,1.2009733671437415,1.6609834813181577,0.4600101141744162,8.543428273891141,-7.109537410869455,True,True
-85.0,-145.0,125,123,1.4240817224678424,1.039654071422355,1.7683719077620994,0.7287178363397444,8.543428273891141,-7.119346551423299,True,True
-85.0,-135.0,34,34,0.9685343527179476,0.5194814379222493,1.4316366800528053,0.912155242130556,8.543428273891141,-7.574893921173194,False,True
-85.0,-125.0,26,26,2.0939518708691804,1.210356590082739,3.066292800507406,1.8559362104246668,8.543428273891141,-6.449476403021961,False,True
-85.0,-115.0,19,18,1.4444032508682512,0.24615962129925414,2.7246621310081873,2.478502509708933,8.543428273891141,-7.09902502302289,False,True
-85.0,-105.0,15,15,1.1322898817128146,0.3669664003461637,1.882439756107397,1.5154733557612334,8.543428273891141,-7.4111383921783265,False,True
-85.0,-95.0,17,17,1.2684866780822786,0.4066579267964488,2.2355183620837753,1.8288604352873266,8.543428273891141,-7.274941595808863,False,True
-85.0,-85.0,44,43,1.6931994964335872,1.0510095208769354,2.4375917870436687,1.3865822661667333,8.543428273891141,-6.850228777457554,False,True
-85.0,-75.0,105,103,1.1500726504922143,0.7464575515552804,1.5803937438160447,0.8339361922607643,8.543428273891141,-7.393355623398927,True,True
-85.0,-65.0,319,300,1.2716379604740697,1.0567190900197234,1.4903517055022077,0.43363261548248433,8.543428273891141,-7.271790313417071,True,True
-85.0,-55.0,1300,1125,0.9761801920481816,0.8533087358727293,1.0905346302275,0.23722589435477082,8.543428273891141,-7.56724808184296,True,True
-85.0,-45.0,4019,2853,0.9706103572468856,0.9022382106345357,1.0397399987181275,0.1375017880835918,8.543428273891141,-7.572817916644256,True,True
-85.0,-35.0,5801,3707,0.9010301690253041,0.8437320795362453,0.9627814657556719,0.11904938621942662,8.543428273891141,-7.642398104865837,True,True
-85.0,-25.0,7079,4156,0.6819777817612188,0.6204633745345681,0.7380433328119915,0.1175799582774234,8.543428273891141,-7.861450492129922,True,True
-85.0,-15.0,10688,5180,0.20338446758471487,0.15461861734186574,0.24947417391740878,0.09485555657554304,8.543428273891141,-8.340043806306426,True,True
-85.0,-5.0,14833,5929,0.05651836760671036,0.019294041693789267,0.09409195101906147,0.0747979093252722,8.543428273891141,-8.486909906284431,True,True
-85.0,5.0,8201,4546,0.015238701760423606,-0.03652514018728509,0.06900002201910668,0.10552516220639177,8.543428273891141,-8.528189572130717,True,True
-85.0,15.0,1525,1316,-0.49541971650359895,-0.6240657428948068,-0.3611053674104627,0.2629603754843441,8.543428273891141,-9.038847990394741,True,True
-85.0,25.0,271,268,-0.8190811273369243,-1.1695971948388366,-0.47429376068683077,0.6953034341520059,8.543428273891141,-9.362509401228065,True,True
-85.0,35.0,189,185,-0.6742934907269056,-1.0546618575405347,-0.29985411782687443,0.7548077397136602,8.543428273891141,-9.217721764618046,True,True
-85.0,45.0,375,353,-0.628327432858201,-0.9559855456576389,-0.32829274577333617,0.6276927998843027,8.543428273891141,-9.171755706749343,True,True
-85.0,55.0,940,852,-0.5339131154982018,-0.7056271324258103,-0.3621073056540148,0.34351982677179554,8.543428273891141,-9.077341389389343,True,True
-85.0,65.0,2111,1722,-0.49620299836370696,-0.613742548275142,-0.37667011795427313,0.23707243032086883,8.543428273891141,-9.039631272254848,True,True
-85.0,75.0,2362,1865,-0.24455758491313342,-0.34527235741228374,-0.137971828177232,0.20730052923505174,8.543428273891141,-8.787985858804275,True,True
-85.0,85.0,1735,1468,0.3087547105231067,0.17414478509914208,0.43625360056064616,0.2621088154615041,8.543428273891141,-8.234673563368034,True,True
-85.0,95.0,2188,1762,0.8623953036817197,0.7286413597621133,0.9882092833978728,0.25956792363575953,8.543428273891141,-7.681032970209421,True,True
-85.0,105.0,3980,2835,1.6078912165828838,1.5071574390795575,1.7142351232909139,0.20707768421135642,8.543428273891141,-6.935537057308258,True,True
-85.0,115.0,7412,4259,2.0990611438737625,2.018542376383524,2.170075370036002,0.15153299365247808,8.543428273891141,-6.444367130017379,True,True
-85.0,125.0,10595,5134,2.4183875830073363,2.354374153182901,2.4768299988520743,0.12245584566917334,8.543428273891141,-6.1250406908838055,True,True
-85.0,135.0,10197,5011,2.357841164099146,2.2971968392432376,2.423779319496979,0.1265824802537412,8.543428273891141,-6.185587109791996,True,True
-85.0,145.0,7686,4365,1.9487791218274881,1.8869017938343655,2.009770770256284,0.12286897642191863,8.543428273891141,-6.594649152063653,True,True
-85.0,155.0,6734,3970,1.6648224460590195,1.6041828742577278,1.7230601371298793,0.1188772628721515,8.543428273891141,-6.878605827832121,True,True
-85.0,165.0,5532,3548,1.7343231599713644,1.6742667267163283,1.7914253422179292,0.1171586155016009,8.543428273891141,-6.809105113919777,True,True
-85.0,175.0,3132,2381,2.304484212769343,2.2146155294334,2.3942204871934454,0.17960495776004537,8.543428273891141,-6.238944061121798,True,True
-75.0,-175.0,1063,938,3.9758660505519,3.732367853940055,4.2675526264633055,0.5351847725232504,15.096587752580287,-11.120721702028387,True,True
-75.0,-165.0,254,243,3.0129367823585116,2.5611805159928727,3.4588037834838747,0.8976232674910021,15.096587752580287,-12.083650970221775,True,True
-75.0,-155.0,52,51,3.2281406655057734,2.1418846364690243,4.379412896474681,2.2375282600056563,15.096587752580287,-11.868447087074514,False,True
-75.0,-145.0,13,13,1.6143254719553999,-0.09225435451162779,3.4393340125425813,3.531588367054209,15.096587752580287,-13.482262280624887,False,True
-75.0,-135.0,2,2,1.2183676293402783,-0.32320249865065004,2.7599377573312065,3.0831402559818564,15.096587752580287,-13.878220123240009,False,True
-75.0,-125.0,4,4,0.08813064739824827,-1.113773043845687,1.6063434203843738,2.7201164642300606,15.096587752580287,-15.008457105182039,False,True
-75.0,-115.0,4,4,8.764675409135274,3.7251814418779134,14.260851601858802,10.535670159980889,15.096587752580287,-6.331912343445014,False,True
-75.0,-105.0,4,4,3.8742673266706262,0.8373527474423956,6.911181905898856,6.07382915845646,15.096587752580287,-11.222320425909661,False,True
-75.0,-95.0,4,4,2.2502850202975693,-0.12850500754143265,4.629075048136571,4.7575800556780035,15.096587752580287,-12.846302732282718,False,True
-75.0,-85.0,15,15,3.166993440068326,1.2416849589341448,5.1914479990023805,3.9497630400682358,15.096587752580287,-11.929594312511961,False,True
-75.0,-75.0,44,43,2.0424882861031803,1.1139558549343815,2.9649018587736538,1.8509460038392722,15.096587752580287,-13.054099466477107,False,True
-75.0,-65.0,280,260,2.1936044079144974,1.6120664047727054,2.7445181458335592,1.132451741060854,15.096587752580287,-12.90298334466579,True,True
-75.0,-55.0,2547,1952,2.0048461736291685,1.8150721711678257,2.2161528214112978,0.40108065024347206,15.096587752580287,-13.091741578951119,True,True
-75.0,-45.0,17511,6015,0.409863361081979,0.3352538593063959,0.49077430160794494,0.15552044230154904,15.096587752580287,-14.68672439149831,True,True
-75.0,-35.0,28722,6837,-0.12052110406243453,-0.17818139730988636,-0.06155348252840753,0.11662791478147883,15.096587752580287,-15.217108856642723,True,True
-75.0,-25.0,17866,6146,0.771207684226986,0.6989284960902298,0.8451288214401546,0.14620032534992478,15.096587752580287,-14.3253800683533,True,True
-75.0,-15.0,19419,6337,0.6641881224655708,0.6035555973359923,0.7219993545332418,0.11844375719724953,15.096587752580287,-14.432399630114716,True,True
-75.0,-5.0,11259,5225,0.32906814564725917,0.24797923677518985,0.4110858947770501,0.16310665800186025,15.096587752580287,-14.767519606933028,True,True
-75.0,5.0,1922,1573,0.046435323947379765,-0.13108418542103015,0.2173454583872253,0.3484296438082555,15.096587752580287,-15.050152428632908,True,True
-75.0,15.0,147,144,-0.8344420191454739,-1.6482437535581385,-0.09488206134641056,1.553361692211728,15.096587752580287,-15.931029771725761,True,True
-75.0,25.0,41,39,-1.4471207703605136,-2.7835126591051838,-0.10198323093205151,2.6815294281731323,15.096587752580287,-16.5437085229408,False,True
-75.0,35.0,37,37,-2.1618658121710483,-3.875869530139166,-0.5772415869956935,3.2986279431434724,15.096587752580287,-17.258453564751335,False,True
-75.0,45.0,85,84,-1.4082460441138012,-2.4243948523968184,-0.4875860473250447,1.9368088050717738,15.096587752580287,-16.50483379669409,False,True
-75.0,55.0,205,195,-1.7309106432293495,-2.284268909684496,-1.1983167952225973,1.0859521144618989,15.096587752580287,-16.827498395809638,True,True
